Time(s),StepIndex,C0_LocalTx,C0_LocalTy,C0_RzDeg,C1_LocalTx,C1_LocalTy,C1_RzDeg,C2_LocalTx,C2_LocalTy,C2_RzDeg,C3_LocalTx,C3_LocalTy,C3_RzDeg,C4_LocalTx,C4_LocalTy,C4_RzDeg,C5_LocalTx,C5_LocalTy,C5_RzDeg,C6_LocalTx,C6_LocalTy,C6_RzDeg
3.466667,104,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
3.500000,105,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
3.533333,106,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
3.566667,107,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
3.600000,108,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
3.633333,109,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
3.666667,110,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
3.700000,111,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
3.733333,112,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
3.766667,113,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
3.800000,114,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
3.833333,115,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
3.866667,116,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
3.900000,117,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
3.933333,118,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
3.966667,119,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.000000,120,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.033333,121,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.066667,122,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.100000,123,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.133333,124,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.166667,125,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.200000,126,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.233333,127,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.266667,128,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.300000,129,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.333333,130,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.366667,131,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.400000,132,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.433333,133,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.466667,134,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.500000,135,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.533333,136,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.566667,137,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.600000,138,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.633333,139,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.666667,140,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.700000,141,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.733333,142,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.766667,143,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.800000,144,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.833333,145,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.866667,146,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.900000,147,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.933333,148,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
4.966667,149,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
5.000000,150,-3.083201,-2.004562,0.269128,-4.105348,-3.967470,0.859887,0.043754,-2.132473,-0.675588,1.271508,-1.176054,0.231073,-0.399794,-0.242685,-0.035061,-1.250162,3.488101,1.054454,0.000000,0.000000,0.000000
