# Index	X	Y
0	37.272078	75.355339
1	39.393398	73.234019
2	41.514719	71.112698
3	43.636039	68.991378
4	45.757359	66.870058
5	47.878680	64.748737
6	50.000000	62.627417
7	39.393398	77.476659
8	41.514719	75.355339
9	43.636039	73.234019
10	45.757359	71.112698
11	47.878680	68.991378
12	50.000000	66.870058
13	52.121320	64.748737
14	41.514719	79.597980
15	43.636039	77.476659
16	45.757359	75.355339
17	47.878680	73.234019
18	50.000000	71.112698
19	52.121320	68.991378
20	54.242641	66.870058
21	43.636039	81.719300
22	45.757359	79.597980
23	47.878680	77.476659
24	50.000000	75.355339
25	52.121320	73.234019
26	54.242641	71.112698
27	56.363961	68.991378
28	45.757359	83.840620
29	47.878680	81.719300
30	50.000000	79.597980
31	52.121320	77.476659
32	54.242641	75.355339
33	56.363961	73.234019
34	58.485281	71.112698
35	47.878680	85.961941
36	50.000000	83.840620
37	52.121320	81.719300
38	54.242641	79.597980
39	56.363961	77.476659
40	58.485281	75.355339
41	60.606602	73.234019
42	50.000000	88.083261
43	52.121320	85.961941
44	54.242641	83.840620
45	56.363961	81.719300
46	58.485281	79.597980
47	60.606602	77.476659
48	62.727922	75.355339
