# Index	X	Y
0	6511.710523	2414.168581
1	6511.688536	2550.772649
2	6511.666549	2687.376717
3	6511.644561	2823.980785
4	6511.622574	2960.584853
5	6511.600587	3097.188920
6	6511.578600	3233.792988
7	6653.425312	2413.852938
8	6653.403325	2550.457005
9	6653.381338	2687.061073
10	6653.359350	2823.665141
11	6653.337363	2960.269209
12	6653.315376	3096.873277
13	6653.293388	3233.477345
14	6795.140101	2413.537294
15	6795.118114	2550.141362
16	6795.096127	2686.745429
17	6795.074139	2823.349497
18	6795.052152	2959.953565
19	6795.030165	3096.557633
20	6795.008177	3233.161701
21	6936.854890	2413.221650
22	6936.832903	2549.825718
23	6936.810916	2686.429786
24	6936.788928	2823.033853
25	6936.766941	2959.637921
26	6936.744954	3096.241989
27	6936.722966	3232.846057
28	7078.569679	2412.906006
29	7078.547692	2549.510074
30	7078.525704	2686.114142
31	7078.503717	2822.718210
32	7078.481730	2959.322277
33	7078.459743	3095.926345
34	7078.437755	3232.530413
35	7220.284468	2412.590362
36	7220.262481	2549.194430
37	7220.240493	2685.798498
38	7220.218506	2822.402566
39	7220.196519	2959.006634
40	7220.174531	3095.610701
41	7220.152544	3232.214769
42	7361.999257	2412.274719
43	7361.977270	2548.878786
44	7361.955282	2685.482854
45	7361.933295	2822.086922
46	7361.911308	2958.690990
47	7361.889320	3095.295058
48	7361.867333	3231.899125
