# Index	X	Y
0	6133.4	28849.7
1	6135.39	28707.9
2	6137.59	28565.9
3	6139.59	28424.1
4	6141.88	28282.2
5	6143.77	28140.9
6	6145.92	27999.3
7	6147.82	27857.7
8	6149.93	27716
9	6151.8	27574.2
10	6153.82	27432.3
11	6275.38	28852
12	6277.36	28710.2
13	6279.49	28568.1
14	6281.49	28426.5
15	6283.74	28284.5
16	6285.62	28143.1
17	6287.67	28001.6
18	6289.62	27860
19	6291.7	27718.3
20	6293.66	27576.3
21	6295.57	27434.4
22	6417.3	28854.4
23	6419.24	28712.7
24	6421.35	28570.7
25	6423.29	28428.9
26	6425.52	28286.9
27	6427.47	28145.7
28	6429.57	28004.2
29	6431.44	27862.4
30	6433.56	27720.7
31	6435.28	27578.9
32	6437.32	27437
33	6558.71	28856.6
34	6560.73	28714.9
35	6562.8	28572.9
36	6564.82	28431.1
37	6567.01	28289.1
38	6568.96	28147.8
39	6570.96	28006.2
40	6572.83	27864.5
41	6574.9	27722.7
42	6576.72	27580.8
43	6578.81	27439.1
44	6699.42	28859
45	6701.31	28717.2
46	6703.15	28575.1
47	6704.73	28433.4
48	6706.83	28291.3
49	6708.85	28150.1
50	6710.77	28008.5
51	6712.57	27866.7
52	6714.73	27724.9
53	6716.52	27583.1
54	6718.62	27441.3
55	6840.79	28861.5
56	6842.76	28719.7
57	6844.79	28577.8
58	6846.95	28436
59	6849.07	28294
60	6851	28152.7
61	6852.99	28011.1
62	6854.86	27869.4
63	6856.9	27727.7
64	6858.84	27585.7
65	6860.95	27444
66	6983.01	28864.4
67	6985.07	28722.8
68	6987.1	28580.7
69	6989.22	28439.1
70	6991.31	28297
71	6993.21	28155.7
72	6995.21	28013.9
73	6997.03	27872.3
74	6999.16	27730.5
75	7001.07	27588.7
76	7003.06	27446.9
77	7124.72	28867.4
78	7126.72	28725.6
79	7128.93	28583.7
80	7130.85	28441.9
81	7133.02	28299.9
82	7134.94	28158.5
83	7136.96	28016.8
84	7138.83	27875.1
85	7140.91	27733.4
86	7142.84	27591.5
87	7144.88	27449.7
